"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"4677","-1","-1","0","Professor Putricide kills (Heroic Icecrown 10 player)","교수 퓨트리사이드 처치 (얼음왕관 - 10인 영웅)","Morts du professeur Putricide (Couronne de glace héroïque à 10)","Siege über Professor Seuchenmord (Heroische Eiskrone, 10 Spieler)","杀死普崔塞德教授（英雄难度10人冰冠堡垒）","普崔希德教授擊殺數(英雄冰冠10人)","Muertes del profesor Putricidio (Corona de Hielo heroica 10 j.)","Muertes del profesor Putricidio (Corona de Hielo heroica 10 j.)","Убийства Мерзоцида (героич., 10 игроков)","","","","","","","","16712190","Professor Putricide kills (Heroic Icecrown 10 player)","교수 퓨트리사이드 처치 (얼음왕관 - 10인 영웅)","Morts du professeur Putricide (Couronne de glace héroïque à 10)","Siege über Professor Seuchenmord (Heroische Eiskrone, 10 Spieler)","杀死普崔塞德教授（英雄难度10人冰冠堡垒）","普崔希德教授擊殺數(英雄冰冠10人)","Muertes del profesor Putricidio (Corona de Hielo heroica 10 j.)","Muertes del profesor Putricidio (Corona de Hielo heroica 10 j.)","Убийства Мерзоцида (героич., 10 игроков)","","","","","","","","16712190","15062","0","50","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"412","-1","-1","0","Murloc Costume","멀록 복장","Costume de murloc","Murloc-Kostüm","鱼人服装","魚人裝束","Traje de múrloc","Traje de múrloc","Костюм мурлока","","","","","","","","16712190","Proud owner of the Murloc Costume from the 2007 BlizzCon in Anaheim, California.","2007년 블리즈컨 멀록 복장 소유자","Être l'heureux propriétaire du costume de murloc, obtenu lors de la BlizzCon 2007 à Anaheim, en Californie.","Stolzer Besitzer des Murloc-Kostüms von der BlizzCon in Anaheim, Kalifornien (2007).","拥有2007年BlizzCon赠送的鱼人服装。","2007年加州安那罕BlizzCon魚人裝束的光榮擁有人。","Propietario orgulloso del traje de múrloc de la BlizzCon 2007 en Anaheim, California.","Propietario orgulloso del traje de múrloc de la BlizzCon 2007 en Anaheim, California.","Гордый владелец костюма мурлока, полученного в награду за посещение BlizzCon-2007 в Анахайме в Калифорнии.","","","","","","","","16712190","81","0","51","0","1751","","","","","","","","","","","","","","","","","16712174","1","0"
"1387","-1","533","0","Noth the Plaguebringer kills (Naxxramas 25 player)","역병술사 노스 처치 (낙스라마스 - 25인)","Morts de Noth le Porte-peste (Naxxramas à 25)","Siege über Noth den Seuchenfürst (Naxxramas, 25 Spieler)","杀死药剂师诺斯（25人纳克萨玛斯）","『瘟疫使者』諾斯擊殺數 (納克薩瑪斯25人)","Muertes de Noth el Pesteador (Naxxramas 25 j.)","Muertes de Noth el Pesteador (Naxxramas 25 j.)","Убийства Нота Чумного (Наксрамас, 25 игроков)","","","","","","","","16712190","Noth the Plaguebringer kills (Naxxramas 25 player)","역병술사 노스 처치 (낙스라마스 - 25인)","Morts de Noth le Porte-peste (Naxxramas à 25)","Siege über Noth den Seuchenfürst (Naxxramas, 25 Spieler)","杀死药剂师诺斯（25人纳克萨玛斯）","『瘟疫使者』諾斯擊殺數 (納克薩瑪斯25人)","Muertes de Noth el Pesteador (Naxxramas 25 j.)","Muertes de Noth el Pesteador (Naxxramas 25 j.)","Убийства Нота Чумного (Наксрамас, 25 игроков)","","","","","","","","16712190","14823","10","51","1","2997","","","","","","","","","","","","","","","","","2080309740","0","0"
"1871","-1","578","0","Experienced Drake Rider","숙달된 비룡 기수","Chevaucheur de drakes chevronné","Erfahrener Drachenreiter","资深龙骑兵","老練的飛龍騎兵","Jinete de dracos experto","Jinete de dracos experto","Опытный наездник на драконе","","","","","","","","16712190","On three different visits to The Oculus, get credit for defeating Ley-Guardian Eregos while riding an Amber, Emerald, and Ruby drake on Heroic Difficulty.","마력의 눈을 3회 방문하여 호박색 비룡, 에메랄드 비룡, 루비 비룡을 탄 상태에서 지맥 수호자 에레고스 처치 (영웅)","Au cours de trois visites différentes de l'Oculus, tuer le gardien-tellurique Eregos en chevauchant un drake rubis, un drake émeraude et un drake ambre en mode héroïque.","Erntet Ruhm, indem Ihr den Leywächter Eregos auf dem Schwierigkeitsgrad 'Heroisch' bei drei verschiedenen Besuchen im Oculus vom Rücken eines Bernstein-, Smaragd- und Rubindrachen aus bezwingt.","在三次魔环的战斗中，分别骑乘翡翠幼龙、琥珀幼龙和红玉幼龙击败魔网守护者埃雷苟斯（英雄难度）。","英雄模式中，以騎乘琥珀龍、翡翠龍和晶紅龍三種方式下擊敗奧核之眼的地脈守護者伊瑞茍斯。","En 3 veces distintas en El Oculus, consigue crédito por derrotar al Guardián-Ley Eregos en dificultad heroica mientras estás montado en un draco ámbar, uno esmeralda y uno rubí.","En 3 veces distintas en El Oculus, consigue crédito por derrotar al Guardián-Ley Eregos en dificultad heroica mientras estás montado en un draco ámbar, uno esmeralda y uno rubí.","Убейте хранителя энергии Эрегоса в Окулусе три раза: оседлав янтарного, изумрудного и рубинового дракона. Это нужно выполнять в героическом режиме.","","","","","","","","16712190","14921","10","51","0","3306","","","","","","","","","","","","","","","","","2063532524","0","0"
"2141","-1","-1","0","Stable Keeper","마구간지기","Gardien d'écuries","Stallbesitzer","马厩管理员","獸欄管理者","Vigilante de establos","Vigilante de establos","Конюшенный","","","","","","","","16712190","Obtain 10 mounts.","탈것 10개 획득","Obtenir 10 montures.","Erhaltet 10 Reittiere.","获得10种坐骑。","獲得10隻坐騎。","Consigue 10 monturas.","Consigue 10 monturas.","Получите 10 средств передвижения.","","","","","","","","16712190","92","10","51","0","2165","","","","","","","","","","","","","","","","","2063532524","0","0"
"3178","-1","603","3177","Knock, Knock on Wood (10 player)","두 그루 나무 사랑 (10인)","Les arbres qui cachent la Freya (10 joueurs)","Auf viel Holz geklopft (10 Spieler)","敲两棵树（10人）","古樹、古樹保佑(10人)","Toca, toca madera (10 j.)","Toca, toca madera (10 j.)","Дважды постучи по дереву (10 игроков)","","","","","","","","16712190","Defeat Freya while leaving at least 2 Elders alive in 10-player mode.","장로 2명 이상이 살아있는 상태에서 프레이야 처치 (10인)","Vaincre Freya alors qu'au moins deux anciens sont encore vivants en mode 10 joueurs.","Bezwingt Freya im 10-Spieler-Modus und lasst mindestens 2 Älteste am Leben.","在至少有2位长者存活的情况下击败弗蕾亚（10人）。","10人模式中，在至少兩名長者存活的情況下擊敗芙蕾雅。","Derrota a Freya dejando al menos 2 ancestros vivos en el modo de 10 jugadores.","Derrota a Freya dejando al menos 2 ancestros vivos en el modo de 10 jugadores.","Убейте Фрейю в рейде на 10 игроков, оставив в живых хотя бы двух древней.","","","","","","","","16712190","14961","10","51","0","3642","","","","","","","","","","","","","","","","","3909026284","0","0"
"3186","-1","603","3185","Knock, Knock on Wood (25 player)","두 그루 나무 사랑 (25인)","Les arbres qui cachent la Freya (25 joueurs)","Auf viel Holz geklopft (25 Spieler)","敲两棵树（25人）","古樹、古樹保佑(25人)","Toca, toca madera (25 j.)","Toca, toca madera (25 j.)","Дважды постучи по дереву (25 игроков)","","","","","","","","16712190","Defeat Freya while leaving at least 2 Elders alive in 25-player mode.","장로 2명 이상이 살아있는 상태에서 프레이야 처치 (25인)","Vaincre Freya alors qu'au moins deux anciens sont encore vivants en mode 25 joueurs.","Bezwingt Freya im 25-Spieler-Modus und lasst mindestens 2 Älteste am Leben.","在至少有2位长者存活的情况下击败弗蕾亚（25人）。","25人模式中，在至少兩名長者存活的情況下擊敗芙蕾雅。","Derrota a Freya dejando al menos 2 ancestros vivos en el modo de 25 jugadores.","Derrota a Freya dejando al menos 2 ancestros vivos en el modo de 25 jugadores.","Убейте Фрейю в рейде на 25 игроков, оставив в живых хотя бы двух древней.","","","","","","","","16712190","14962","10","51","0","3642","","","","","","","","","","","","","","","","","3909026284","0","0"
"4678","-1","-1","0","Professor Putricide kills (Icecrown 25 player)","교수 퓨트리사이드 처치 (얼음왕관 - 25인)","Morts du professeur Putricide (Couronne de glace à 25)","Siege über Professor Seuchenmord (Eiskrone, 25 Spieler)","杀死普崔塞德教授（普通难度25人冰冠堡垒）","普崔希德教授擊殺數(冰冠25人)","Muertes del profesor Putricidio (Corona de Hielo 25 j.)","Muertes del profesor Putricidio (Corona de Hielo 25 j.)","Убийства Мерзоцида (25 игроков)","","","","","","","","16712190","Professor Putricide kills (Icecrown 25 player)","교수 퓨트리사이드 처치 (얼음왕관 - 25인)","Morts du professeur Putricide (Couronne de glace à 25)","Siege über Professor Seuchenmord (Eiskrone, 25 Spieler)","杀死普崔塞德教授（普通难度25人冰冠堡垒）","普崔希德教授擊殺數(冰冠25人)","Muertes del profesor Putricidio (Corona de Hielo 25 j.)","Muertes del profesor Putricidio (Corona de Hielo 25 j.)","Убийства Мерзоцида (25 игроков)","","","","","","","","16712190","15062","0","51","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"415","-1","-1","0","Big Blizzard Bear","큰 눈보라 곰","Grand ours du Blizzard","Großer Blizzardbär","暴雪巨熊","暴風雪大熊","Gran oso de Blizzard","Gran oso de Blizzard","Большой медведь Blizzard","","","","","","","","16712190","Proud owner of the Big Blizzard Bear from the 2008 BlizzCon.","2008년 블리즈컨 큰 눈보라 곰 소유자","Être l'heureux propriétaire du grand ours du Blizzard, obtenu lors de la BlizzCon 2008.","Stolzer Besitzer des Großen Blizzardbären von der BlizzCon (2008).","拥有2008年BlizzCon赠送的暴雪巨熊。","2008年Blizzcon暴風雪大熊的光榮擁有人。","Propietario orgulloso del gran oso de Blizzard de la BlizzCon 2008.","Propietario orgulloso del gran oso de Blizzard de la BlizzCon 2008.","Гордый владелец большого медведя Blizzard, полученного на BlizzCon-2008.","","","","","","","","16712190","81","0","52","0","3895","","","","","","","","","","","","","","","","","16712174","1","0"
"1367","-1","533","0","Patchwerk kills (Naxxramas 25 player)","패치워크 처치 (낙스라마스 - 25인)","Morts du Recousu (Naxxramas à 25)","Siege über Flickwerk (Naxxramas, 25 Spieler)","杀死帕奇维克（25人纳克萨玛斯）","縫補者擊殺數 (納克薩瑪斯25人)","Muertes de Remendejo (Naxxramas 25 j.)","Muertes de Remendejo (Naxxramas 25 j.)","Убийства Лоскутика (Наксрамас, 25 игроков)","","","","","","","","16712190","Patchwerk kills (Naxxramas 25 player)","패치워크 처치 (낙스라마스 - 25인)","Morts du Recousu (Naxxramas à 25)","Siege über Flickwerk (Naxxramas, 25 Spieler)","杀死帕奇维克（25人纳克萨玛斯）","縫補者擊殺數 (納克薩瑪斯25人)","Muertes de Remendejo (Naxxramas 25 j.)","Muertes de Remendejo (Naxxramas 25 j.)","Убийства Лоскутика (Наксрамас, 25 игроков)","","","","","","","","16712190","14823","10","52","1","97","","","","","","","","","","","","","","","","","2080309740","0","0"
"1868","-1","578","0","Make It Count","매 순간을 소중히","Comptez là-dessus","Jagt ihn!","分秒必争","倒數吧","Haz que cuente","Haz que cuente","Вам всем зачтется","","","","","","","","16712190","Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty within 20 minutes of Drakos the Interrogator's death.","마력의 눈에서 심문관 드라코스가 죽은 후 20분 안에 지맥 수호자 에레고스 처치 (영웅)","Vaincre le gardien-tellurique Eregos dans l'Oculus dans les 20 minutes qui suivent la mort de Drakos l'interrogateur en mode héroïque.","Bezwingt den Leywächter Eregos im Oculus auf dem Schwierigkeitsgrad 'Heroisch' innerhalb von 20 Minuten nach dem Tod Drakos' des Befragers.","在杀死审讯者达库斯之后的20分钟内，击败魔环中的魔网守护者埃雷苟斯（英雄难度）。","英雄模式中，在奧核之眼的『審問者』德拉高斯死亡後20分鐘內擊敗地脈守護者伊瑞茍斯。","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica en menos de 20 minutos después de la muerte de Drakos el Interrogador.","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica en menos de 20 minutos después de la muerte de Drakos el Interrogador.","Убейте хранителя энергии Эрегоса в Окулусе в героическом режиме в течение 20 минут после смерти Пытателя.","","","","","","","","16712190","14921","10","52","0","3303","","","","","","","","","","","","","","","","","2063532524","0","0"
"2142","-1","-1","2141","Filling Up The Barn","넘치는 마구간","L'écurie se remplit","Die Scheune wird voll","坐骑满仓","塞滿獸倉","Llenar el establo","Llenar el establo","Пополняя конюшню","","","","","","","","16712190","Obtain 25 mounts.","탈것 25개 획득","Obtenir 25 montures.","Erhaltet 25 Reittiere.","获得25种坐骑。","獲得25隻坐騎。","Consigue 25 monturas.","Consigue 25 monturas.","Получите 25 средств передвижения.","","","","","","","","16712190","92","10","52","0","2406","","","","","","","","","","","","","","","","","2063532524","0","0"
"3179","-1","603","3178","Knock, Knock, Knock on Wood (10 player)","세 그루 나무 사랑 (10인)","Tous les arbres qui cachent la Freya (10 joueurs)","Auf SEHR viel Holz geklopft (10 Spieler)","敲三棵树（10人）","古樹、古樹、古樹保佑(10人)","Toca, toca, toca madera (10 j.)","Toca, toca, toca madera (10 j.)","Трижды постучи по дереву (10 игроков)","","","","","","","","16712190","Defeat Freya while leaving all 3 Elders alive in 10-player mode.","장로 3명이 모두 살아있는 상태에서 프레이야 처치 (10인)","Vaincre Freya alors que les trois anciens sont encore vivants en mode 10 joueurs.","Bezwingt Freya im 10-Spieler-Modus und lasst mindestens 3 Älteste am Leben.","在全部3位长者都存活的情况下击败弗蕾亚（10人）。","10人模式中，在全部三名長者存活的情況下擊敗芙蕾雅。","Derrota a Freya dejando los 3 ancestros vivos en el modo de 10 jugadores.","Derrota a Freya dejando los 3 ancestros vivos en el modo de 10 jugadores.","Убейте Фрейю в рейде на 10 игроков, оставив в живых всех трех древней.","","","","","","","","16712190","14961","10","52","0","3642","","","","","","","","","","","","","","","","","3909026284","0","0"
"3187","-1","603","3186","Knock, Knock, Knock on Wood (25 player)","세 그루 나무 사랑 (25인)","Tous les arbres qui cachent la Freya (25 joueurs)","Auf SEHR viel Holz geklopft (25 Spieler)","敲三棵树（25人）","古樹、古樹、古樹保佑(25人)","Toca, toca, toca madera (25 j.)","Toca, toca, toca madera (25 j.)","Трижды постучи по дереву (25 игроков)","","","","","","","","16712190","Defeat Freya while leaving all 3 Elders alive in 25-player mode.","장로 3명이 모두 살아있는 상태에서 프레이야 처치 (25인)","Vaincre Freya alors que les trois anciens sont encore vivants en mode 25 joueurs.","Bezwingt Freya im 25-Spieler-Modus und lasst mindestens 3 Älteste am Leben.","在全部3位长者都存活的情况下击败弗蕾亚（25人）。","25人模式中，在全部三名長者存活的情況下擊敗芙蕾雅。","Derrota a Freya dejando los 3 ancestros vivos en el modo de 25 jugadores.","Derrota a Freya dejando los 3 ancestros vivos en el modo de 25 jugadores.","Убейте Фрейю в рейде на 25 игроков, оставив в живых всех трех древней.","","","","","","","","16712190","14962","10","52","0","3642","","","","","","","","","","","","","","","","","3909026284","0","0"
"4679","-1","-1","0","Professor Putricide kills (Heroic Icecrown 25 player)","교수 퓨트리사이드 처치 (얼음왕관 - 25인 영웅)","Morts du professeur Putricide (Couronne de glace héroïque à 25)","Siege über Professor Seuchenmord (Heroische Eiskrone, 25 Spieler)","杀死普崔塞德教授（英雄难度25人冰冠堡垒）","普崔希德教授擊殺數(英雄冰冠25人)","Muertes del profesor Putricidio (Corona de Hielo heroica 25 j.)","Muertes del profesor Putricidio (Corona de Hielo heroica 25 j.)","Убийства Мерзоцида (героич., 25 игроков)","","","","","","","","16712190","Professor Putricide kills (Heroic Icecrown 25 player)","교수 퓨트리사이드 처치 (얼음왕관 - 25인 영웅)","Morts du professeur Putricide (Couronne de glace héroïque à 25)","Siege über Professor Seuchenmord (Heroische Eiskrone, 25 Spieler)","杀死普崔塞德教授（英雄难度25人冰冠堡垒）","普崔希德教授擊殺數(英雄冰冠25人)","Muertes del profesor Putricidio (Corona de Hielo heroica 25 j.)","Muertes del profesor Putricidio (Corona de Hielo heroica 25 j.)","Убийства Мерзоцида (героич., 25 игроков)","","","","","","","","16712190","15062","0","52","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"1388","-1","533","0","Thaddius kills (Naxxramas 25 player)","타디우스 처치 (낙스라마스 - 25인)","Morts de Thaddius (Naxxramas à 25)","Siege über Thaddius (Naxxramas, 25 Spieler)","杀死塔迪乌斯（25人纳克萨玛斯）","泰迪斯擊殺數 (納克薩瑪斯25人)","Muertes de Thaddius (Naxxramas 25 j.)","Muertes de Thaddius (Naxxramas 25 j.)","Убийства Таддиуса (Наксрамас, 25 игроков)","","","","","","","","16712190","Thaddius kills (Naxxramas 25 player)","타디우스 처치 (낙스라마스 - 25인)","Morts de Thaddius (Naxxramas à 25)","Siege über Thaddius (Naxxramas, 25 Spieler)","杀死塔迪乌斯（25人纳克萨玛斯）","泰迪斯擊殺數 (納克薩瑪斯25人)","Muertes de Thaddius (Naxxramas 25 j.)","Muertes de Thaddius (Naxxramas 25 j.)","Убийства Таддиуса (Наксрамас, 25 игроков)","","","","","","","","16712190","14823","10","53","1","97","","","","","","","","","","","","","","","","","2080309740","0","0"
"2044","-1","578","0","Ruby Void","쓸모 없는 루비","Le vide rubis","Rubinleere","红玉虚空","晶紅虛無","Vacío rubí","Vacío rubí","Рубиновая бездна","","","","","","","","16712190","Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using a Ruby Drake.","마력의 눈에서 파티원이 루비 비룡을 사용하지 않고 지맥 수호자 에레고스 처치 (영웅)","Vaincre le gardien-tellurique Eregos dans l'Oculus sans qu'un seul membre du groupe utilise de drake rubis en mode héroïque.","Bezwingt Leywächter Eregos im Oculus auf dem Schwierigkeitsgrad 'Heroisch', ohne dass jemand aus Eurer Gruppe einen Rubindrachen verwendet.","在你的小队中无人使用红玉幼龙的情况下，击败魔环中的魔网守护者埃雷苟斯（英雄难度）。","英雄模式中，在隊伍無人使用晶紅龍的情況下擊敗奧核之眼的地脈守護者伊瑞茍斯。","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco rubí.","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco rubí.","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал рубинового дракона. Это нужно выполнить в героическом режиме.","","","","","","","","16712190","14921","10","53","0","3495","","","","","","","","","","","","","","","","","2130641388","0","0"
"2143","-1","-1","2142","Leading the Cavalry","기병대장","À la tête de la cavalerie","Vorreiter der Kavallerie","骑兵队长","帶領騎兵隊","Liderar la caballería","Liderar la caballería","Командир кавалерии","","","","","","","","16712190","Obtain 50 mounts.","탈것 50개 획득","Obtenir 50 montures.","Erhaltet 50 Reittiere.","获得50种坐骑。","獲得50隻坐騎。","Consigue 50 monturas.","Consigue 50 monturas.","Получите 50 средств передвижения.","","","","","","","","16712190","92","10","53","0","3444","Reward: Albino Drake","보상: 백색 비룡","Récompense : drake albinos","Belohnung: Albinodrache","奖励：白色幼龙","獎勵:白化龍","Recompensa: Draco albino","Recompensa: Draco albino","Награда: дракон-альбинос","","","","","","","","16712190","0","0"
"2989","-1","603","0","Set Up Us the Bomb (10 player)","폭탄 굴에 들어가도 정신만 차리면 (10인)","Bombe aisée réussie (10 joueurs)","Ein Bombenspektakel (10 Spieler)","狂轰滥炸（10人）","幫我們設好炸彈(10人)","Ponednos una bomba (10 j.)","Ponednos una bomba (10 j.)","Надмозг атакует (10 игроков)","","","","","","","","16712190","Defeat Mimiron without anyone in the raid being hit by the following in 10-player mode.","공격대원 어느 누구도 다음의 공격에 맞지 않고 미미론 처치 (10인)","Vaincre Mimiron sans qu'un seul membre du raid soit victime de ce qui suit, en mode 10 joueurs.","Bezwingt Mimiron im 10-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von einem der folgenden Effekte getroffen wird.","在团队中无一人被下列技能击中的情况下击败米米尔隆（10人）。","10人模式中，在團隊成員沒有被下列條件擊中的情況下擊敗彌米倫。","Derrota a Mimiron sin que nadie de la banda sea alcanzado por lo siguiente en el modo de 10 jugadores.","Derrota a Mimiron sin que nadie de la banda sea alcanzado por lo siguiente en el modo de 10 jugadores.","Убейте Мимирона в рейде на 10 игроков, не позволив ему нанести урон ни одному участника рейда.","","","","","","","","16712190","14961","10","53","0","3261","","","","","","","","","","","","","","","","","2080309740","0","0"
"3237","-1","603","0","Set Up Us the Bomb (25 player)","폭탄 굴에 들어가도 정신만 차리면 (25인)","Bombe aisée réussie (25 joueurs)","Ein Bombenspektakel (25 Spieler)","狂轰滥炸（25人）","幫我們設好炸彈(25人)","Ponednos una bomba (25 j.)","Ponednos una bomba (25 j.)","Надмозг атакует (25 игроков)","","","","","","","","16712190","Defeat Mimiron without anyone in the raid being hit by the following in 25-player mode.","공격대원 어느 누구도 다음의 공격에 맞지 않고 미미론 처치 (25인)","Vaincre Mimiron sans qu'un seul membre du raid soit victime de ce qui suit, en mode 25 joueurs.","Bezwingt Mimiron im 25-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von einem der folgenden Effekte getroffen wird.","在团队中无一人被下列技能击中的情况下击败米米尔隆（25人）。","25人模式中，在團隊成員沒有被下列條件擊中的情況下擊敗彌米倫。","Derrota a Mimiron sin que nadie de la banda sea alcanzado por lo siguiente en el modo de 25 jugadores.","Derrota a Mimiron sin que nadie de la banda sea alcanzado por lo siguiente en el modo de 25 jugadores.","Убейте Мимирона в рейде на 25 игроков, не позволив ему нанести урон ни одному участника рейда.","","","","","","","","16712190","14962","10","53","0","3261","","","","","","","","","","","","","","","","","134183420","0","0"
"3536","-1","-1","0","The Marine Marine","드디어 올 멀록이 왔군!","Le marine marin","Der maritime Marinesoldat","玛润","魚人陸戰隊","El soldado marino","El Marine Marino","Мурпех","","","","","","","","16712190","Proud owner of Grunty's Heavy Murloc Egg from the 2009 BlizzCon.","2009년 블리즈컨 그런티의 무거운 멀록 알 소유자","Être l'heureux propriétaire de l'œuf de murloc lourd de Grognie, obtenu lors de la Blizzcon 2009.","Stolzer Besitzer von Gurglis schwerem Murlocei von der BlizzCon 2009.","拥有2009年暴雪娱乐嘉年华赠送的鱼人陆战队员玛润。","2009年BlizzCon沉重的魚人蛋的光榮擁有人。","Propietario orgulloso del huevo de múrloc pesado de Grunty de la Blizzcon 2009.","Propietario orgulloso del huevo de múrloc pesado de Grunty de la Blizzcon 2009.","Гордый владелец яйца мурлока с конференции Blizzcon 2009.","","","","","","","","16712190","81","0","53","0","2316","","","","","","","","","","","","","","","","","16775150","1","0"
"4651","-1","-1","0","Blood Queen Lana'thel kills (Icecrown 10 player)","피의 여왕 라나텔 처치 (얼음왕관 - 10인)","Morts de la reine de sang Lana'thel (Couronne de glace à 10)","Siege über Blutkönigin Lana'thel (Eiskrone, 10 Spieler)","杀死鲜血女王兰娜瑟尔（普通难度10人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(冰冠10人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 10 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 10 j.)","Убийства Кровавой королевы (10 игроков)","","","","","","","","16712190","Blood Queen Lana'thel kills (Icecrown 10 player)","피의 여왕 라나텔 처치 (얼음왕관 - 10인)","Morts de la reine de sang Lana'thel (Couronne de glace à 10)","Siege über Blutkönigin Lana'thel (Eiskrone, 10 Spieler)","杀死鲜血女王兰娜瑟尔（普通难度10人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(冰冠10人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 10 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 10 j.)","Убийства Кровавой королевы (10 игроков)","","","","","","","","16712190","15062","0","53","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"414","-1","-1","0","Tyrael's Hilt","티리엘의 칼자루","La garde de Tyraël","Tyraels Schwertgriff","泰瑞尔的剑柄","泰瑞爾之柄","Empuñadura de Tyrael","Empuñadura de Tyrael","Эфес меча Тираэля","","","","","","","","16712190","Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.","프랑스 파리에서 개최된 2008 월드와이드 인비테이셔널에서 제공한 티리엘의 칼자루 소유자","Être l'heureux propriétaire de la garde de Tyraël, du Worldwide Invitational 2008 à Paris, en France.","Stolzer Besitzer von Tyraels Schwertgriff vom World Wide Invitational in Paris, Frankreich (2008).","拥有2008年巴黎WWI赠送的泰瑞尔的剑柄。","2008年法國巴黎WWI泰瑞爾之柄的光榮擁有人。","Propietario orgulloso la Empuñadura de Tyrael de la World Wide Invitational 2008 en París, Francia.","Propietario orgulloso la Empuñadura de Tyrael de la World Wide Invitational 2008 en París, Francia.","Гордый владелец эфеса меча Тираэля, полученного в награду посещение World Wide Invitational-2008 в Париже.","","","","","","","","16712190","81","0","54","0","2657","","","","","","","","","","","","","","","","","16712174","1","0"
"1389","-1","533","0","Sapphiron kills (Naxxramas 25 player)","사피론 처치 (낙스라마스 - 25인)","Morts de Saphiron (Naxxramas à 25)","Siege über Saphiron (Naxxramas, 25 Spieler)","杀死萨菲隆（25人纳克萨玛斯）","薩菲隆擊殺數 (納克薩瑪斯25人)","Muertes de Sapphiron (Naxxramas 25 j.)","Muertes de Sapphiron (Naxxramas 25 j.)","Убийства Сапфирона (Наксрамас, 25 игроков)","","","","","","","","16712190","Sapphiron kills (Naxxramas 25 player)","사피론 처치 (낙스라마스 - 25인)","Morts de Saphiron (Naxxramas à 25)","Siege über Saphiron (Naxxramas, 25 Spieler)","杀死萨菲隆（25人纳克萨玛斯）","薩菲隆擊殺數 (納克薩瑪斯25人)","Muertes de Sapphiron (Naxxramas 25 j.)","Muertes de Sapphiron (Naxxramas 25 j.)","Убийства Сапфирона (Наксрамас, 25 игроков)","","","","","","","","16712190","14823","10","54","1","1700","","","","","","","","","","","","","","","","","2080309740","0","0"
